mass,distanceX,distanceY,distanceZ,velocityX,velocityY,velocityZ
1.1976047904191616e+28,-228222279780.06592,-6449018321572.044,-704233726482.0312,-6660.945645783189,4761.817524557404,1367.3728491381921
1.1976047904191616e+28,554136928360.5288,-6941570762012.236,-191328778409.32086,7322.519046238759,-4369.649705815413,7150.4558044311625
1.1976047904191616e+28,635420618234.4926,-6532070274422.521,232727614331.4199,-9556.30955647456,-1962.2126517293573,-1005.777454257258
1.1976047904191616e+28,-300627407837.76697,-5887160248443.729,587567258067.7361,2445.7229800296427,6023.689887527091,1642.8452799811964
1.1976047904191616e+28,587001836619.9397,-6387439298780.058,169293641256.13312,10699.948128134545,-1889.6915089574293,-2131.1400667295184
1.1976047904191616e+28,-1744550701866.9543,-7300182574781.062,-323880878098.2006,-3241.7427494562558,-1280.2281412000461,-2292.325853576204
1.1976047904191616e+28,480597663406.3,-6294769639415.529,-284118852522.6128,1216.2076752216688,5764.516995354933,10291.728174006465
1.1976047904191616e+28,737768689566.9727,-7012738579465.917,966663204461.8146,-1845.4078633889178,-1275.4898720321964,3113.3262485809037
1.1976047904191616e+28,616806474349.6383,-7267347629194.353,-242383991811.19327,5930.85033812331,-5997.163821125903,7879.602555962677
1.1976047904191616e+28,1325235740291.0789,-6375940706611.817,-271522625709.89642,-2898.281061654963,2781.491184394222,4051.1239995972383
1.1976047904191616e+28,143705247865.4207,-6851044284606.711,1635987651128.7285,-1028.7363847413837,1054.3257140005228,160.62976849480143
1.1976047904191616e+28,-472278537598.2815,-6976074502940.3955,1684380712410.216,2308.3603062206103,2260.138737115815,-1111.0276736314477
1.1976047904191616e+28,323281876376.4482,-7043763942666.687,-25853529721.18896,1641.295965874861,5851.389158226473,3940.2776980222484
1.1976047904191616e+28,422925632191.6956,-6652745693847.724,-242887884828.02972,-340.93487425725317,-574.417151801914,-2411.620041320987
1.1976047904191616e+28,613166576059.1729,-6105031078890.241,-271699592224.0078,-4033.2259337371884,8508.902684829927,643.79627098709
1.1976047904191616e+28,-56277877279.21247,-6926898788077.173,-267454538541.59604,6533.656245913509,6817.731091736961,-7212.869324089085
1.1976047904191616e+28,-1733264308684.0513,-9023535145789.064,1519371673625.8765,2905.0004874118363,2177.583646855784,2226.8069603043828
1.1976047904191616e+28,-637644819546.9911,-6641797939438.293,-258086248783.12857,2013.2133742638564,11881.4721444756,-5904.791636481683
1.1976047904191616e+28,426958249239.28864,-6727481856192.324,-166777181370.81894,4224.035043939818,1277.7759986509336,-11027.085565988631
1.1976047904191616e+28,775744459308.4828,-6753709389889.588,-307805776504.8057,-10159.390376456453,-7263.754392494263,-3440.4153309809326
1.1976047904191616e+28,-772204693817.3651,-7836264276787.699,-2109657945857.6155,1815.3299428638163,8778.926010727453,-742.3614970356855
1.1976047904191616e+28,-466618541717.536,-6616596431937.936,-668900381347.8832,1721.3849044158233,1839.7700260994848,-4488.437795971859
1.1976047904191616e+28,289856412124.8351,-8727140710956.487,851010297481.3977,-188.26699478564163,-736.4291311054712,1868.7289377726697
1.1976047904191616e+28,512058930257.6105,-7625880242872.199,-203876982981.7008,2110.1322709859087,-866.0813413612974,-1471.099120553334
1.1976047904191616e+28,477744633160.8364,-7103068655557.821,-197366168605.35202,-738.2547122907346,-5459.338327868467,-2102.171878764797
1.1976047904191616e+28,786910828589.2848,-6043129389748.819,554094124633.7725,-963.2931290297524,-637.1371480491451,1286.3413473685866
1.1976047904191616e+28,653784280675.2196,-7064301808827.086,225030827532.5529,-9558.372923224399,-26.275389718876593,-9157.861506508363
1.1976047904191616e+28,-117548186089.2359,-7549147502566.15,-397509471655.8369,5172.738579441277,-4649.538682456924,3713.959660702036
1.1976047904191616e+28,1156673574826.369,-6460732246165.963,-351180371881.1852,-1980.6834235435251,5792.444990253857,-5090.822664609839
1.1976047904191616e+28,128585379485.27248,-7276320483252.52,-132529650122.06528,-2851.4534222970838,6921.861691715475,3903.25393799163
1.1976047904191616e+28,83010645216.2008,-6660869610966.146,160123990509.88593,4493.110070422119,4673.0505423788,11814.685023459764
1.1976047904191616e+28,394834839074.9244,-5114011353100.418,1093503682544.8872,1363.2326499189624,1990.8780347456225,333.84227876882727
1.1976047904191616e+28,336197071004.84015,-7111269995181.591,-616536655229.1458,341.0215293985504,10788.937067922643,-1865.7855839355584
1.1976047904191616e+28,268119750652.448,-7340383143517.592,357844374714.07275,-1964.4247978032067,11363.593533694955,6688.625694693009
1.1976047904191616e+28,-49317297969.409744,-6487757762549.45,-361848227815.4638,6042.679443475533,1655.2808975469459,3848.481192057189
1.1976047904191616e+28,-1391519464855.822,-10430609417482.684,-2583955267601.455,-578.7839144704869,4096.130989788936,-786.001815417762
1.1976047904191616e+28,-276884406081.2709,-5932382853327.217,1230043245085.8362,5390.002174247718,-3431.8237505712323,1215.4754366488537
1.1976047904191616e+28,1337737499668.786,-6276416417988.154,921066600607.9937,2786.0696932587953,3003.7470804094833,959.77340881494
1.1976047904191616e+28,543082448812.21747,-7108165391156.2705,-119400830280.36343,1804.9695278984088,-74.34154026140803,-9228.734231120543
1.1976047904191616e+28,315410270822.9497,-7059786106714.056,178667750403.10846,567.387057080854,693.851927625337,-3234.258135167359
1.1976047904191616e+28,526114824958.43866,-6097784090779.73,-503157520313.6232,-3946.7663419122428,8473.265782923603,-4064.9646700879634
1.1976047904191616e+28,464479966872.8433,-6929712500487.072,41529822108.98067,5909.4972111262405,-1.4083389235248314,1531.562406657137
1.1976047904191616e+28,941651565845.8916,-7309751737960.678,-835758806522.2927,10.882043680103124,3395.3801837103315,-1038.8486821104773
1.1976047904191616e+28,623457639121.0989,-7055368764237.483,-702961104588.1471,-198.86206589132618,-5185.73384488344,9687.92258743171
1.1976047904191616e+28,180168568286.3104,-7339462172556.034,-628570300475.3445,-165.72153515860316,7463.705083625461,6255.509705619901
1.1976047904191616e+28,-45688261835.392746,-6898033260034.977,-434430228843.3009,-9038.679344218623,-6987.447921484971,1499.7354184786502
1.1976047904191616e+28,549434382238.6263,-6231740422617.164,71204261221.26111,-1812.1178064600979,7988.692318052173,4103.350128496733
1.1976047904191616e+28,554283763770.5571,-6602421877965.683,-292982436963.5188,4607.486501556209,5432.306189540262,-8768.471689392882
1.1976047904191616e+28,781476560414.1101,-4480708352920.723,264409491673.58377,-838.9459831352945,4409.815314902736,1063.1386615344932
1.1976047904191616e+28,234890980496.19037,-7306913604221.515,-300449396909.47003,-2356.9893291433596,9729.916419322863,-943.132731495145
1.1976047904191616e+28,-9105333469.598667,-7145779674504.312,-258813272934.48453,10619.50624853476,855.538000422392,-6284.728761308657
1.1976047904191616e+28,1072023089399.5222,-6570441228499.933,-2079002486699.783,4348.575778966878,2512.8721221913006,1331.5536489588872
1.1976047904191616e+28,705747807063.1133,-7101192836507.883,174436926648.31625,-1040.4272178811425,1402.8173465981358,7362.721930734766
1.1976047904191616e+28,-349464755349.83997,-7961926673645.358,-2004305493254.2964,-450.7747995573308,-754.4962833331386,-5548.735998774393
1.1976047904191616e+28,135824749832.42267,-6751941672497.976,1219473682983.3198,6380.817754381284,1327.4945819185652,-4537.487013335645
1.1976047904191616e+28,149163028573.8914,-6660968554227.3,663359682289.1407,-4473.906801632964,5115.808454597747,5171.366305937875
