mass,distanceX,distanceY,distanceZ,velocityX,velocityY,velocityZ
1e+33,-39474.924520515735,106237.55550440255,164.3887494159253,0.0022839682182569172,0.06298963660813955,0.002501406019612167
9.387163626851492e+24,1291015209383.6963,-446731257221.1518,-83209705127.69598,72493.86601988637,208784.95418250118,-21081.338957423515
4.548444907666646e+24,-12307375337.374619,106600981333.75583,8805846866.977337,-700181.602746252,-110458.56907206395,328146.861761296
1.5135423783828915e+24,-527412552047.97064,277924113470.35815,3048014780.1030874,-156001.449020253,-295959.50988757215,-3464.5555961804353
4.733932723756134e+24,-781298300646.0171,288524756675.06995,18841182039.252625,-98118.31862935107,-265519.3747,4498.812030891214
7.993580715010506e+24,437431081848.48883,-843514879620.8806,-42615480313.67447,235388.3767422494,121655.33778664951,-4458.1397456629375
3.023473345523666e+24,1026757424208.0326,-176918951447.2157,96034232621.35768,44204.44630121651,249008.8792806227,12261.941324957068
4.384289174810766e+24,212497974270.08414,255408814096.07803,-69571394099.83414,-347478.87789009995,259445.996023081,-78675.41050605659
7.231027144776555e+24,-566817222587.0543,630312084771.2172,10630046552.28776,-208079.2805673439,-186742.1823609066,-25063.44909715433
1.347478622861571e+24,137030065677.40654,-497114017921.91296,34443184069.56845,346612.4013339675,94854.34407994566,-818.9103874180919
8.061603669603415e+24,-540298538426.4196,134910991411.39268,-30254184743.48891,-84291.18099522381,-335530.1155860659,-1318.652361559742
6.549054432624417e+24,-985480338995.363,-115775506329.78484,-29899119087.688457,29655.7879590667,-256883.88780057937,21129.197012783967
2.0123984100576335e+24,-348720492720.35175,-26342201713.68098,-2161991033.3210783,32887.26776958784,-435593.85282157414,7712.680629456824
4.498259651617808e+24,359763778974.0383,892795603431.4181,-101352628558.09648,-242152.8621266946,100746.14264921585,6106.634015564863
2.3707907063503582e+24,-177807606852.68512,188765886472.70963,5259639563.609355,-366399.3160352931,-346471.4966912936,62767.098212682795
6.989453991880156e+24,537046730622.7338,-548719355732.3926,-24599137096.88306,210783.62264699733,206098.51872395372,-5133.221802886638
9.818526649953557e+24,-776337202188.6355,-749388244280.8798,14589912094.713,172693.17673272354,-178957.64129351845,-293.6271651807141
3.7488738369419774e+24,436467970946.1137,648898012624.2501,-33741688507.71798,-242116.38219444876,162214.49400419986,-27017.22133578235
6.075411663386927e+24,-19614707619.198326,357750402638.4128,-2849085017.369788,-430933.5549566254,-23671.56118013945,-2363.0665169940407
8.039464695484468e+24,309629243708.0439,606763658987.2092,-86896975503.09486,-277578.2658382776,142420.7353193834,-26337.310085607958
9.234959241049873e+24,-15947166721.380474,10398095056.099682,-12263186340.016739,-618235.4160832498,-1523890.1088986276,-470216.74418256665
9.757692576135213e+24,10325021228.843355,-616227466527.9648,33551691235.183754,328696.799255812,4386.674392386648,-3538.480387896604
9.316315092142714e+24,-387980894468.1017,-421132121233.8404,-26489660121.47288,250260.74480237882,-231761.18422290738,4773.906076834985
2.915279892351253e+24,488734020871.1376,-729206603872.5853,5295634705.023752,228820.92112997276,153275.01190741753,-14912.303675366331
2.4639985899876505e+24,-10775036011.369722,218140432378.05115,-17995964574.366222,-510565.6385173374,-5998.175949694214,188126.86394569514
1.368620916201989e+24,-816918797682.7866,451016206388.46063,15995829986.6385,-129320.75892743967,-234053.78983491583,-1694.4453980874248
4.166103361234085e+24,449088478900.8191,102242610515.96315,-70305197415.35109,-84719.43019004718,368885.8355597829,599.7276616446618
4.196651424094029e+24,566642001315.6243,82003544436.24397,-8145549415.12491,-49024.829049331645,337754.94503168145,-7790.269647609136
3.379558395076512e+24,298526832270.4711,-293482806810.04736,1599772367.5494494,278347.08109539864,282812.4287971427,-33693.1400558374
3.9140362080390503e+24,193685167056.39346,865071401324.0881,-14314441522.646,-267201.7498243636,60086.22145435127,17243.074320763408
5.272905332283001e+24,-111341810843.18396,829272857843.1979,-55058284092.290085,-279783.14802992635,-36378.082232137305,-339.9002077533578
5.937438165054215e+24,-54912240059.40569,-417864191706.91376,20840421261.185177,393188.4824172591,-53222.30525243567,-23738.66006069167
9.005039536907606e+24,-571891422547.7303,403239833971.67706,-46612012999.72478,-177032.8970260497,-252173.5658285145,-24960.994165101314
2.8592742528508684e+24,48302868726.66989,52867556429.69332,-16384328109.871916,-536572.3555490093,633642.7935360983,474340.37703901366
7.486676807822497e+24,1101377134139.532,-1351109284226.5037,21672478365.986736,151657.49118452656,123600.07086196564,-5628.399096370733
9.694816493133943e+24,-231912738237.47687,-701383320249.8368,25182500391.370064,285293.7191179091,-94289.9459776879,10804.51750835921
8.550302329171296e+24,-420197912729.5997,-49147763087.285355,65082794193.816444,49938.93094261277,-391772.6448249225,-1982.3090104578462
9.131123724850529e+24,-70203967097.08334,677872509066.897,-36454957072.356445,-310960.64118361357,-32381.819812642283,-15426.742809067528
7.871996468450076e+24,53774076581.658,108724560622.9126,77860887537.80971,-614259.4192738654,293519.4939414981,-28111.11753632566
3.745920728185978e+23,690650153898.119,-203802410667.91318,-7344503373.310857,86209.36017835682,291378.251111843,16305.721572388302
1.598692494958174e+24,-48240940870.16463,-122157410557.6099,9410375928.10994,661499.8611739973,-263051.1607997408,-3014.5363265520646
5.930799686273115e+24,-259601868691.14902,622655231676.5155,96159147948.98152,-290323.17673666676,-118340.43805662695,19750.124449166684
7.681475224103663e+24,648254155736.3873,-399668850800.9669,32442605852.528645,155851.43692999744,249915.0693135426,-22988.15738981999
1.253209594267068e+24,-267415334017.85934,-64665746758.5503,-14308940625.206144,113625.13060637336,-477365.9425784906,43670.87805093549
4.0714380581281995e+24,36005152168.09789,404714968611.72284,-7163469612.657272,-403541.11313322594,36077.19149732655,9235.129968550957
9.35530543661668e+24,-276632260218.03094,53148160637.11466,30970318111.13799,-94794.8985267792,-475654.1111232224,-9340.8293335569
2.62424140331936e+24,-549502809562.3848,-213046529020.78,31460195262.244366,121984.51510984388,-313148.7639433195,14327.222167597476
7.00960613648887e+24,210260712681.76538,206331721057.68985,-12970420422.998617,-333194.46563802066,339701.2893227045,-27684.57308319854
6.230862660501244e+24,988277001205.3196,-156017091346.06555,-30819330233.083435,40480.24765290422,255018.7372864555,526.5700159467023
2.8340672307150637e+24,-530543427644.7498,298156378657.9053,5143393401.01427,-162273.12048376744,-288542.33187362965,-6290.554947405728
9.177472231723171e+24,335332465645.42194,751715385021.4536,65742269810.345184,-259572.01326472883,116619.53174414029,15811.776870994086
9.421084223492155e+24,-46591515333.0734,263373882060.56732,47816134761.4121,-464037.6072146126,-48360.08674692692,-150592.44514182972
3.7502485010856186e+24,301913174360.1103,417671690917.1181,-67376025392.07134,-291394.593733337,207812.98578436943,-18095.088637150267
8.157430273501942e+24,-158918767027.9747,-392619437296.57825,69841691744.29013,367439.8707707153,-143007.57651420726,381.92050276550464
4.3741258417165216e+24,-133655497092.95337,751593783507.7273,6793601153.576836,-291021.2988315723,-51667.849744365194,-6848.45332297022
5.766116347437056e+24,-528997378210.3152,399513909807.20544,6241958097.380058,-191208.1797441604,-253203.0582555377,3160.9875872506295
7.203060699272821e+23,-596354842043.4106,-554308752507.2333,-7590055897.429723,194695.8485461576,-209622.3380242047,10682.671252355467
1.4556976136949037e+24,-9647624699.151775,508735672022.08276,-49586698344.48436,-361185.7591556547,-5077.048418393712,3897.560810338361
1.9464609809986248e+24,-75302025938.90562,-338819007454.359,13603947443.180206,422701.7680032294,-91196.01078579624,75301.72687754169
1.0283450295306156e+24,-30791119611.8741,-113320925429.84102,-52354233757.216064,646395.8080356476,-261293.3636786071,177831.09896426034
