mass,distanceX,distanceY,distanceZ,velocityX,velocityY,velocityZ
2.380952380952381e+28,5423084873358.905,600265940515.785,-1663724039941.5828,-7623.338399681737,-12357.588681236068,-6579.16753555472
2.380952380952381e+28,6079857482068.392,549772895768.4694,-1518555099229.057,-9628.223318963805,2731.233825363998,-10944.764065921856
2.380952380952381e+28,5573586278667.66,527703032885.6818,-1176575012774.5747,-6117.271552796502,1142.6698721117825,2257.9084205707986
2.380952380952381e+28,5205968745605.905,470896823264.776,-390433230242.66986,-2445.316687984331,-813.8312816537432,2506.992615994064
2.380952380952381e+28,5058968609958.294,509979092975.6785,-1549823050101.893,8099.0343299355945,-2777.058342204179,480.69416643283006
2.380952380952381e+28,5589542361811.646,604797996799.6731,-2114192964442.7288,-7034.671680277729,2817.529296002656,845.8731368743564
2.380952380952381e+28,5621454905947.552,308150362139.9262,-1662320849192.1445,-7710.101343826263,-11105.999340125094,11746.853429732
2.380952380952381e+28,5324927997264.946,1014628123187.7847,-1579405423014.1055,-3950.196723047597,8279.28642027786,-2139.571184461126
2.380952380952381e+28,4605940414794.643,-154446830593.93353,-2386991152391.341,-691.7005624567577,1358.1794172285797,-998.1129849118139
2.380952380952381e+28,6677560489831.466,203521549164.32928,-2464808013431.462,-211.13953271912658,2384.6889751169733,863.5569194340601
2.380952380952381e+28,5294719055219.919,2374799136087.475,-555761769391.5706,-2428.1635192620115,-1177.9640938970176,-4983.794264179402
2.380952380952381e+28,5123878367697.407,580224906001.1743,-1160216512125.7388,-11661.916434492521,-3859.9568100461665,5934.229326407965
2.380952380952381e+28,5797526730085.934,198657318175.79794,-1780615983061.0244,6009.013895178302,4909.535117136709,-8605.821377911225
2.380952380952381e+28,5302713898440.644,207978660560.48044,-1524544440477.1575,4220.344496401928,-4020.018816896352,-298.6669998411854
2.380952380952381e+28,5908458595801.871,413214161241.8004,-1500448480242.1616,-8302.843908571256,-8052.410020651604,-13322.725685739928
2.380952380952381e+28,5726381590038.41,638307421001.3606,-1157647890232.3777,-3264.8711649850543,3308.195536471978,12989.918948040386
2.380952380952381e+28,5282639642854.355,-185868811928.86588,-1861247787108.2627,-4457.520857075997,-6.798277559159574,2116.930765091793
2.380952380952381e+28,6360219462380.859,1060210943166.0228,-1338918078348.1162,-3444.9051285332625,-7323.232257857483,7144.630047292087
2.380952380952381e+28,5154136053785.099,334551973696.77136,-1172713961499.249,702.5298554467397,5703.79421300299,7349.802375730676
2.380952380952381e+28,6103652532441.976,425368047320.993,-1766545499959.6448,-3860.8054711016216,236.56167295114804,326.23420944862977
2.380952380952381e+28,5667587968062.687,439880873057.69653,-1966483947276.9265,5270.918702327085,5980.583832606759,6133.789258402994
2.380952380952381e+28,5474066834599.093,1208912750297.6072,-1972475256251.4497,-6221.182301582138,-1461.3315752519445,-3625.2041636826602
2.380952380952381e+28,4497968661105.45,1062641979809.4105,-1765008046465.3213,-2770.2437977296186,364.9521530074812,4536.181420651763
2.380952380952381e+28,6685387647486.682,188245535533.6539,-744740922359.5999,4520.76776257881,-1803.651943073132,-6325.45757312639
2.380952380952381e+28,5323359131658.552,976209488484.4608,-1438926052457.6465,-3646.0195922269936,-628.6977253186062,-3127.592507288857
2.380952380952381e+28,5476344034902.796,477768407972.9629,-1321499402111.58,-7851.615128555767,6789.572078149239,-8910.75143976942
2.380952380952381e+28,5641333723802.743,636560607345.1815,-970836707715.0266,-6539.389013402177,12405.663145435881,2462.267744851794
2.380952380952381e+28,4278936789680.1353,-1523294784595.776,-1433445562645.5186,1229.1895353358302,5060.46568329431,218.4103134454016
2.380952380952381e+28,5018543470360.503,457439311431.5591,-1616380712360.3782,-5256.840703831919,-2227.487486515074,-3806.6830318082098
2.380952380952381e+28,6537510286421.095,737501578309.5859,-1472505883076.3828,3979.490457155484,7852.754597714665,1628.0353828036302
2.380952380952381e+28,6088218616500.979,62911906805.45638,-1649814498850.6333,-9209.41843075419,-3467.4854161666276,549.9632720617502
2.380952380952381e+28,5877609626750.004,399522770746.4857,-1551379494306.8352,7300.435978037008,3598.6719086752864,-6158.915996546249
2.380952380952381e+28,5390607369694.149,223126370540.86584,-890783257269.8259,-950.1582623066608,7384.242274786568,2668.325274912199
2.380952380952381e+28,5188323179721.394,145369550547.44565,-1543308117827.1748,-711.5715951485895,-644.6821713440775,9527.149668713053
2.380952380952381e+28,5743341155776.358,202106193527.9619,-1052800817746.5582,-5221.703481724143,8071.555614035255,9474.065395892427
2.380952380952381e+28,5291440231578.476,409625069085.47986,-1969386750621.0015,4086.52511434823,-2542.104719376175,-3726.0782078505918
2.380952380952381e+28,4720144532496.199,-2143624230160.0168,-3848176774146.0586,-7094.331777860497,-763.0494941438642,1377.231085649187
2.380952380952381e+28,5843555709805.645,332123108149.4134,-1670098782701.6377,-2438.5349434594837,6479.146407832283,-6676.57500958097
2.380952380952381e+28,6130475019963.033,431640095611.4494,-1633930887712.935,-114.43009270883043,-2971.4269520269477,7342.361393869082
2.380952380952381e+28,6073503811936.476,160063225746.94653,-1451491840799.797,-3921.4586586713085,7044.880717281601,8479.41183716156
2.380952380952381e+28,5402525787029.357,42826369308.978935,-1597171183080.7249,9530.075470601232,-8802.521781124957,-2490.9667522439577
2.380952380952381e+28,11409702468501.523,1368534948103.3816,1025690580550.6852,-4129.428966819508,1938.0821856712919,-1392.1705781950895
2.380952380952381e+28,5134376003449.719,390413543632.32745,-1863646701945.0955,466.99627295493434,4927.058122771175,7350.5182646560925
2.380952380952381e+28,4952950152967.968,-135662343816.64647,-189507573615.84225,-84.7931019296799,-1114.624157711491,-35.47670269724985
2.380952380952381e+28,5440988448444.302,647147113961.9515,-1988056832922.3628,-5674.8322464781895,-72.32114392201893,-4807.683487556955
2.380952380952381e+28,5674710970153.072,636013367471.3452,-1930534103238.8965,5401.016878841561,-2967.9116588385627,11079.037649318607
2.380952380952381e+28,5683315222696.933,306210232349.09485,-1595680487917.4202,-3785.487827092634,-8560.56287134181,1136.3689611551406
2.380952380952381e+28,5293618936972.381,-242263677485.7557,-1137369322272.6064,-630.776210652184,-6292.936029838807,5869.0945838211055
2.380952380952381e+28,4517726518582.205,634361111757.679,-2830820852496.9365,-3569.024369846161,1630.531327418749,3687.8959357146323
2.380952380952381e+28,5790481281107.118,286000721079.8681,-1299141067401.2588,-13016.451175863645,-6708.564993840646,4661.8016099173365
2.380952380952381e+28,5741986583094.113,560579179491.1615,-2136680115663.7434,4830.334627153319,-259.91166650635597,1941.1287543879432
2.380952380952381e+28,4830602987832.867,533805501904.1775,-2088730491202.951,-1438.6652995022553,1012.8032787385371,3311.574963701357
2.380952380952381e+28,5709016550055.931,129431576119.26671,-1137248211198.837,-12883.67421111617,-5555.380401783882,7962.223171266219
2.380952380952381e+28,6817715123799.811,377909427159.0793,-1383874790122.3284,-1721.636364348697,6768.762962883684,1234.6019525325066
2.380952380952381e+28,5838970106329.14,-1011000229237.5231,-1212739440799.7244,-3297.3897994822555,4869.258538563053,-3128.2264297286774
2.380952380952381e+28,5435364691523.395,177230925900.9823,-1569787998237.1602,-5550.05306916031,4477.070238648835,-8251.541800036634
2.380952380952381e+28,6071913894183.758,1537284408208.1138,-1421642276765.5576,-12407.040195303403,-1798.2830374200955,1849.3308132941113
2.380952380952381e+28,6147288201637.321,747551518583.3706,-1826986417793.043,-366.18844541529137,-1247.7437405211951,-2501.9487181269324
2.380952380952381e+28,6061572310299.37,388292592662.4053,-1592103328875.7493,-4040.259741390644,13187.507283847695,7024.165784773711
2.380952380952381e+28,5933852172059.981,-51789999585.49673,-998075136594.0409,6133.586396486533,8777.312319484114,-4540.065132921196
2.380952380952381e+28,5684527974864.323,341107832817.7256,-1312554007727.2742,-8647.148186328848,8997.026666497568,-9105.671032990094
2.380952380952381e+28,5620769348678.008,344138381090.8793,-1595158514365.6045,-2641.6729627748637,17718.227536348597,1378.7595843964455
