mass,distanceX,distanceY,distanceZ,velocityX,velocityY,velocityZ
2.380952380952381e+28,2584106498604.984,4650206872391.207,-4893355866836.996,-2784.9563432956024,1809.8297176918425,-2436.500622982714
2.380952380952381e+28,526675242647.8433,3180848047500.1987,-5021234034055.599,-167.68393564954368,-7542.3867880448015,2192.4783953783144
2.380952380952381e+28,1703609151268.4937,2621749952874.5034,-5163631801103.459,224.3278221877865,-2551.6259043680916,-4558.252855961503
2.380952380952381e+28,167867712565.12784,4172737909206.382,-5373639698489.004,1003.4767147854391,-3865.2971299096794,-7071.632178751258
2.380952380952381e+28,1502296791990.9543,3555068272675.5454,-5075710121778.905,1720.4169360765966,-1215.6590374772547,9198.661704576132
2.380952380952381e+28,1365810745276.1748,3415322049407.63,-5591350528979.803,7842.927538806231,1245.5120128255749,249.75066773848735
2.380952380952381e+28,765510509773.611,4172379598334.4277,-5314703851691.903,-7762.374112553764,5265.842980201557,10960.175414074765
2.380952380952381e+28,1372396411005.5146,2530960179742.7837,-5007853889810.519,927.9847026503298,2380.898602930741,-1960.9663434069093
2.380952380952381e+28,-97596032715.95174,3388100236730.6455,-4350344428521.0005,4104.202368551021,-7684.205238865053,1415.7401948227855
2.380952380952381e+28,488428953287.7621,2977232206851.7676,-4912525676066.835,6283.386471352897,7727.369142286612,4484.10424489161
2.380952380952381e+28,744221035317.8053,5447203432338.469,-5098570342463.406,989.8704006304341,-4285.566453504478,4449.842573651083
2.380952380952381e+28,1335718347596.6914,2940948329155.951,-4725293222683.754,8041.882129044767,618.4315436342823,2990.8292369377587
2.380952380952381e+28,416792736405.30133,4832651833537.793,-4334240610071.364,6203.705986867491,-3071.1942938379507,-2183.7202365946805
2.380952380952381e+28,1173461537722.499,3959464588715.4307,-4927457572326.489,12150.571920534361,-967.8234162197946,-660.6310294698714
2.380952380952381e+28,-327783623468.9785,3226598836104.7373,-4452739030962.814,1259.7055686406802,556.250034270614,1318.4538121533737
2.380952380952381e+28,686395799399.7078,3939510047075.45,-5443487235096.261,-4191.041749641711,3647.1250663877354,-9002.474555892793
2.380952380952381e+28,1517313697841.688,4307876029245.4424,-5506024249322.778,-2514.829343196705,-149.29563769651335,661.2152671578735
2.380952380952381e+28,1413178655827.2947,3644768350960.9614,-4781568672486.512,-10008.519877672188,1779.151820932451,-836.1694269983107
2.380952380952381e+28,962448230150.4609,3793568233423.6377,-5341077152357.532,6179.452006552514,-4699.715104306057,-5582.2152368724355
2.380952380952381e+28,1057253015992.6458,3902604327731.1577,-5082037883672.268,8383.199621782436,-4791.236205011455,-2093.300156584196
2.380952380952381e+28,721495713732.4722,3579264703627.037,-5217678096946.863,14097.334693959428,-6728.528387706283,5527.319733468951
2.380952380952381e+28,-1716252649056.828,4877748436834.294,-6402586497410.023,3098.8774880562123,3971.8381430161376,76.7427955764155
2.380952380952381e+28,1510121346548.2715,2105213306930.9282,-4955336720030.637,-4414.037154898278,1973.0228663354326,-5153.650984835504
2.380952380952381e+28,703957451471.3011,3347130031770.5913,-5077079202025.107,-2023.909545312444,-14562.50489175928,-4030.3457883164597
2.380952380952381e+28,-431710724934.918,3234920229890.4243,-6297041655838.342,-6667.3446457861855,-1608.106162746589,962.821118758058
2.380952380952381e+28,472829172115.88794,4313330655263.8022,-4895899694460.583,257.121111803692,785.2948295504849,5340.558385299638
2.380952380952381e+28,684674214790.0781,3504412596252.9893,-5379061141930.747,3921.553986499547,-14941.924639372166,9333.563350620356
2.380952380952381e+28,258036370135.66077,3648485697909.0186,-4500460606508.313,920.0543008907871,-3760.674944010303,4703.660529332117
2.380952380952381e+28,2400204417389.5845,3959157853482.1313,-4351161501954.8364,-4765.935352871605,3882.113002113566,-1309.2793446439855
2.380952380952381e+28,741459886314.7742,3020932269991.7593,-4823373394008.523,1770.1591200406638,-1896.611910015617,6743.058364501703
2.380952380952381e+28,1213591639426.424,3570321317130.69,-5028440364980.734,-5565.172379686788,297.25869936206266,-2693.1743193462394
2.380952380952381e+28,2235247335913.5576,2837912217603.761,-4074118772262.145,-1147.191762905224,-828.886241840413,6211.492397466582
2.380952380952381e+28,877167839387.4841,4129083324210.4443,-5420968650069.945,5991.3727107202085,-4597.866515903533,-3031.9590283320817
2.380952380952381e+28,990034628789.7803,3584660348908.858,-4644972112047.099,424.7694062163487,-3884.455710737645,13822.370761024216
2.380952380952381e+28,1248885759653.453,3980021079586.096,-5023050569526.655,4408.815832021845,466.719181398016,11318.011626852343
2.380952380952381e+28,861319321842.4344,3458864211283.617,-5609016838904.941,1604.1544922309702,-2592.0243430718197,-715.5483292289406
2.380952380952381e+28,554262838563.2335,3540171556290.3853,-5140302362128.581,524.1052049823736,10416.184116098362,4649.822894057109
2.380952380952381e+28,2084420720698.6409,3529095432671.889,-4952747232959.971,-3852.985912023528,-1589.6517569114346,10257.647172960547
2.380952380952381e+28,1135709862886.7778,4470005350101.179,-3873077425417.373,528.998734399481,-4286.2182244698215,-979.2621428062076
2.380952380952381e+28,1101793204748.4412,3453666528712.748,-4044242704361.068,-5145.449511152905,1728.9485744336507,-6172.605014324963
2.380952380952381e+28,644167233987.3708,3706053544136.492,-5207806256556.078,8668.671113774206,-9658.853509802406,5968.89757746551
2.380952380952381e+28,586115143067.9512,3843159369666.3535,-4975648641394.867,-3075.8519729782215,5692.808412623979,-1913.4678522733152
2.380952380952381e+28,1478110762909.8882,3406974933987.949,-5512115141367.157,11804.586278952473,-4784.920765085705,-3580.6401117357027
2.380952380952381e+28,282778606722.069,2672599412804.2695,-5076327354555.87,6790.436672593196,-1919.9074582375215,-4441.680775379148
2.380952380952381e+28,1188787213009.723,4047400380741.8877,-5170127902738.106,-4332.505840828483,129.16686058462835,-523.2963648525889
2.380952380952381e+28,702479806844.8632,3731540547056.756,-5034608441820.451,-6213.227877112717,632.0449694306329,-90.20898366299936
2.380952380952381e+28,1662359376642.3872,3968536687628.1367,-4912891818044.316,-7811.907282122495,-291.1584580669212,3982.3413060077396
2.380952380952381e+28,1178793255455.2905,4540141424878.83,-5253748026923.672,-9324.35055644454,-2469.653814061237,-2215.9114642556733
2.380952380952381e+28,943463189558.8424,3731566093881.2305,-5453105489963.796,4522.850800656098,1494.6571795840157,-8318.542850747635
2.380952380952381e+28,708468942284.2538,3558970249262.088,-5642158072167.086,-156.66776419710743,666.534936365351,256.7472440886266
2.380952380952381e+28,1588181095825.5247,2477196810799.021,-4518270827831.56,-2870.7684205440223,-7126.803794068559,5774.843289859243
2.380952380952381e+28,621386914891.0842,2760085407784.812,-5858853440647.805,7859.662906465966,-7457.82984557899,3073.414387545052
2.380952380952381e+28,1430349287352.9604,3362009517319.0537,-5542058380195.591,3713.161125572251,-10767.80514962328,-4268.313831339351
2.380952380952381e+28,1166166909400.026,3984059987356.766,-4881560428805.335,-393.84181425846333,5313.98677623531,1275.3544577211615
2.380952380952381e+28,529855335356.28125,3141851496962.6836,-5227648115992.964,1944.4050238900713,-4833.619767558984,9463.569573937679
2.380952380952381e+28,720382992801.5212,3911563182144.978,-4752815886745.555,1812.809805248734,-6400.553112703799,-4574.651168135188
2.380952380952381e+28,455338766417.9305,3971562009281.861,-5638675603731.734,6259.320424212793,-8142.37676457202,-3989.4155109461376
2.380952380952381e+28,502698462134.9373,4139382532942.5107,-5603689247660.588,4270.392767117298,-1871.570359223989,8544.660896429923
2.380952380952381e+28,14597027621.961334,3516655127311.194,-5282576981628.89,7402.440270959042,1225.755012702776,5582.959391517513
2.380952380952381e+28,940286218989.8785,4566739150130.088,-5363439126573.052,-1670.4378873333674,-7466.844605871909,1686.8670530980098
2.380952380952381e+28,1185680696141.918,3969984287021.813,-5219655700177.811,-4148.07296353993,8843.45459061277,3868.080668217082
2.380952380952381e+28,648907401109.2668,3639221421953.1416,-5943631879577.273,4916.460727493891,-11448.726337974844,-1165.848906418147
2.380952380952381e+28,1230771862617.7751,3310862960780.202,-4919652944325.977,7805.136874014854,-4267.192833432831,1765.1918628183291
2.380952380952381e+28,1352712805466.1765,2877954112886.9653,-5840710897267.597,-4385.579484195264,-9822.734833336608,3001.5234651890837
2.380952380952381e+28,297839399935.3445,4262455874311.6504,-5880458581200.888,-3842.148089826509,1890.0880166421377,1154.4327253058689
2.380952380952381e+28,1321188347374.018,3359034677461.553,-5286867536559.667,7532.113184678594,7366.587840497519,2292.82297837046
2.380952380952381e+28,2128753872503.5203,2809989843388.953,-4455192472080.765,-496.8110299162678,-6456.674304250303,217.346473018272
2.380952380952381e+28,384753349652.5647,3047801108890.5923,-4937411915300.149,1458.3277974946466,-1067.1697028003543,-366.2667945539965
2.380952380952381e+28,2173978871632.0928,2937554109045.9443,-4151859380497.113,-1478.0629163951157,99.5840468390854,110.32543148833152
2.380952380952381e+28,1199579585640.0298,3748053372179.4956,-5354087670020.693,-7005.607869141214,-12558.120535935546,7429.714797657406
2.380952380952381e+28,984414181384.0934,4090380979037.0854,-4888668272209.916,7187.5840142871075,-671.6557078496651,3526.9252136730092
2.380952380952381e+28,1080766122771.0679,3499348134828.0737,-5416415807594.822,-1588.850573708902,3332.822164237456,-6220.866733500545
2.380952380952381e+28,656701686240.9138,4080238289564.0137,-5315444327033.712,9464.790193417148,-11403.930043451639,8292.622443806578
2.380952380952381e+28,852605861062.1495,3393244418499.55,-5296812150805.174,1807.6530588375247,11652.16138418023,1546.45947400011
2.380952380952381e+28,1069002373866.1393,3803747539267.6577,-5485528099600.589,1098.617494693869,-2381.3097433110183,6103.543123650968
2.380952380952381e+28,237840709846.80338,3882898487624.8237,-4705764779957.228,-8220.949160471519,1618.4115861434213,-2293.9948966512884
2.380952380952381e+28,565090318859.7278,3538771423005.4116,-4695605967815.606,12278.94452069636,-3305.855468697529,6493.091626924559
2.380952380952381e+28,1120524316385.7903,3305237595459.9746,-4981682252613.129,8863.009052575226,66.436519057708,378.1336201619123
2.380952380952381e+28,542204395384.03534,4049724373021.8555,-5483510633480.399,-1239.5696774244323,-3247.860962605076,-6193.037386806931
2.380952380952381e+28,913432803189.5475,4239359284405.4565,-5115247778811.482,4269.629123319551,-4543.350131937642,3465.9357340703586
2.380952380952381e+28,545556997730.3963,3965233635318.366,-5333287927297.742,-3959.4515085651483,-8296.533182059376,7771.2426421893415
2.380952380952381e+28,1020024151340.5819,3555078993521.0127,-5208210566853.783,9623.074204146038,-7735.365618227828,-3892.5305014216333
2.380952380952381e+28,1286135096140.4077,3431728351481.5034,-5149214886087.327,9300.32199910635,-620.9132760765002,2931.5420797944685
2.380952380952381e+28,1015969861446.6863,3483331506742.4116,-5369061464154.178,6071.6665298702765,8875.075244234547,6031.681142088798
2.4096385542168676e+28,5921010981454.264,5281545986238.654,4269646471822.9165,-5583.033868284416,-2893.0944277792482,12732.142180872223
2.4096385542168676e+28,5754236334961.585,5176423009973.963,3936520617624.832,3310.460920315223,286.71277184552423,1009.9172468277756
2.4096385542168676e+28,5743114655711.796,5126190812428.681,3784203995215.66,-4633.833614838128,-7951.89553363115,-5627.149806166502
2.4096385542168676e+28,5801796360340.901,4655968784742.969,3982207719239.125,-743.8957686392953,-14812.833046040712,6145.614273465078
2.4096385542168676e+28,6089441504491.041,4826810137367.985,4480193900433.2,-1336.5146754883492,-10285.792797452868,-4037.826685641038
2.4096385542168676e+28,4906571625853.1455,5379278385564.682,2648221625029.0156,1523.5272186705336,-2181.162877440842,-5825.250824342115
2.4096385542168676e+28,5494306971586.507,5795448748906.224,4534343564138.77,1463.4837642536768,-1535.464142398279,-1200.253827099518
2.4096385542168676e+28,6076783080442.514,5359150356400.192,4357270108965.8013,-6656.568090871769,4863.736675764195,-2230.8159099653953
2.4096385542168676e+28,5384286694313.813,4412914518951.579,4375864770857.9863,-7734.512812537601,-4753.935965943639,-2254.9062899609617
2.4096385542168676e+28,5658254133523.886,4743190949107.395,4405224783414.908,-5527.282381313319,376.9455978068782,8451.33426626781
